Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
01/11/2023,56029,2,Park County,WY,97.1,15663,53.7,15636,56.5,15397,60.9,14795,63.7,6090,85.5,13991,47.9,13984,50.5,761,17.1,13764,54.4,13223,56.9,5592,78.5,7306,52.2,7306,52.2,7276,52.9,7165,54.2,5756,63.1,3913,70,2852,49.5,2120,54.2,A,1,2,1,2,2,3,Non-metro,5,6,5,6,6,7,4,4,4,3,8,8,8,7,29194,27682,4447,25302,23235,7123,3241,11.7,3227,12.8,3184,13.7,2025,28.4
01/11/2023,51093,2,Isle of Wight County,VA,78.2,23122,62.3,23035,65.5,22485,70,20885,71.1,6425,87.2,19639,52.9,19594,55.8,1767,30.7,19128,59.5,17827,60.7,5819,79,4430,22.6,4429,22.6,4340,22.7,4097,23,2892,25.1,1538,26.4,1548,53.5,964,62.7,B,6,6,6,6,6,7,Metro,2,2,2,2,2,3,5,5,5,5,1,1,1,1,37109,35146,5760,32141,29386,7365,1924,5.5,1891,5.9,1832,6.2,916,12.4
01/11/2023,31175,2,Valley County,NE,90.9,,,,,,,,,,,1428,34.3,1427,36.4,91,12.7,1394,39.5,1336,41.6,562,52.4,1074,75.2,1074,75.3,1069,76.7,1055,79,836,90.6,595,95,449,53.7,354,59.5,A,1,1,1,1,1,2,Non-metro,5,5,5,5,5,6,4,4,4,4,8,8,8,8,4158,3924,716,3529,3208,1073,435,11.1,433,12.3,429,13.4,285,26.6
01/11/2023,26089,2,Leelanau County,MI,94.2,19410,89.2,,,,,,,,,18238,83.8,18210,87.3,1295,50,17920,91.6,16915,92.6,6797,95,10890,59.7,10889,59.8,10810,60.3,10486,62,7977,70,5303,78,1845,23.1,1394,26.3,A,4,4,4,4,4,4,Non-metro,8,8,8,8,8,8,4,4,4,3,8,8,8,7,21761,20859,2592,19565,18267,6956,1546,7.4,1505,7.7,1459,8,756,10.9
01/11/2023,27055,2,Houston County,MN,94.7,13761,74,13694,78,13363,83.6,12656,87.1,5146,95,11734,63.1,11704,66.7,824,27.2,11463,71.7,10880,74.9,4392,95,4983,42.5,4983,42.6,4915,42.9,4775,43.9,3806,50.8,2484,56.6,1899,49.9,1404,56.5,A,2,3,1,3,3,4,Metro,2,3,1,3,3,4,3,3,3,2,3,3,3,2,18600,17560,3027,15991,14533,4100,3371,19.2,3314,20.7,3232,22.2,1977,48.2
01/11/2023,48333,2,Mills County,TX,98.9,2342,48.1,2341,50.2,2302,53.5,2191,56.5,1002,70.8,2111,43.3,2111,45.2,126,16,2083,48.4,1985,51.2,934,66,973,46.1,973,46.1,969,46.5,954,48.1,813,56.2,601,64.3,289,35.5,246,40.9,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,11,11,11,10,7,7,7,6,4873,4667,789,4306,3878,1416,161,3.4,161,3.7,159,4.1,124,8.8
01/11/2023,27025,2,Chisago County,MN,94.7,36133,63.9,35839,67.3,34458,71.4,32466,74.2,9824,95,33675,59.5,33526,63,3151,33.2,32287,66.9,30375,69.4,9170,95,19572,58.1,19570,58.4,19295,59.8,18545,61.1,13202,69.9,7057,77,8395,63.6,5241,74.3,A,2,2,2,3,3,4,Metro,2,2,2,3,3,4,4,4,4,3,4,4,4,3,56579,53240,9499,48279,43741,8941,10011,18.8,9865,20.4,9593,21.9,5094,57
01/11/2023,29159,2,Pettis County,MO,91.3,21727,51.3,21689,55,21331,60.3,20219,63.4,5917,81.7,18877,44.6,18874,47.8,1194,15.8,18602,52.6,17680,55.4,5415,74.8,8241,43.7,8241,43.7,8206,44.1,8053,45.5,6158,61.3,3812,70.4,2954,48,2148,56.3,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,11,11,11,11,7,7,7,7,42339,39456,7558,35385,31898,7244,3489,8.8,3471,9.8,3441,10.8,2158,29.8
01/11/2023,20089,2,Jewell County,KS,93.9,1488,51.7,1484,54.7,1458,58.7,1409,61.4,708,81.3,1381,48,1380,50.9,68,16.3,1358,54.7,1312,57.2,677,77.7,822,59.5,822,59.6,819,60.3,811,61.8,692,70,492,72.7,281,40.6,233,47.4,A,1,2,1,2,2,3,Non-metro,5,6,5,6,6,7,4,4,4,3,8,8,8,7,2879,2711,418,2482,2293,871,244,9,242,9.8,238,10.4,185,21.2
01/11/2023,01071,2,Jackson County,AL,92.6,32026,62,31987,65.5,31573,70.5,30314,74,10986,95,26397,51.1,26373,54,1309,16.6,26067,58.2,25064,61.2,9369,88.5,11036,41.8,11036,41.8,10995,42.2,10838,43.2,8922,52.9,5785,61.7,3220,36.1,2412,41.7,C,10,10,9,10,10,12,Non-metro,6,6,5,6,6,8,11,11,11,10,7,7,7,6,51626,48849,7906,44815,40943,10591,3056,6.3,3052,6.8,3020,7.4,1949,18.4
01/11/2023,31031,2,Cherry County,NE,90.9,2285,40.2,2278,43.1,2195,45.9,2096,48.2,882,70,2066,36.3,2065,39.1,134,14.3,2007,42,1931,44.4,846,67.1,967,46.8,967,46.8,953,47.5,917,47.5,711,53.5,512,60.5,265,37.3,210,41,A,1,1,1,1,1,3,Non-metro,5,5,5,5,5,7,3,3,3,2,7,7,7,6,5689,5288,936,4784,4352,1260,336,6.4,331,6.9,322,7.4,194,15.4
01/11/2023,29141,2,Morgan County,MO,91.3,8950,43.4,8944,46.5,8879,50.9,8623,54.4,4003,82.8,7894,38.3,7892,41,258,7.6,7840,44.9,7634,48.2,3703,76.6,3464,43.9,3464,43.9,3459,44.1,3425,44.9,3002,51.1,2063,55.7,1546,51.5,1219,59.1,D,13,13,13,13,13,15,Non-metro,5,5,5,5,5,7,15,15,15,14,7,7,7,6,20627,19248,3397,17444,15851,4837,1820,9.5,1818,10.4,1810,11.4,1325,27.4
01/11/2023,05135,2,Sharp County,AR,92.1,8765,50.3,8756,53.1,8607,56.8,8129,58.6,3428,74.5,7370,42.3,7367,44.7,483,18.4,7265,47.9,6884,49.7,3001,65.2,3566,48.4,3566,48.4,3556,48.9,3507,50.9,2894,59.5,1994,66.4,1314,45.4,1031,51.7,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,11,11,12,11,7,7,8,7,17442,16484,2623,15166,13861,4604,1219,7.4,1217,8,1209,8.7,840,18.2
01/11/2023,51085,2,Hanover County,VA,78.2,71755,66.6,71257,69.6,68774,73.7,63490,75.2,17683,89.4,64802,60.1,64542,63,6943,38.6,62321,66.8,57599,68.2,16352,82.6,22697,35,22694,35.2,22053,35.4,20647,35.8,12979,38.7,6738,41.2,7113,54.8,4269,63.4,A,2,2,2,3,3,4,Metro,2,2,2,3,3,4,2,2,2,1,2,2,2,1,107766,102405,17986,93292,84419,19790,9939,9.7,9598,10.3,9195,10.9,4199,21.2
01/11/2023,13165,2,Jenkins County,GA,88.9,3848,44.4,3837,46.6,3728,49.2,3494,50.2,1091,72.4,3370,38.8,3368,40.9,286,22.4,3286,43.4,3082,44.3,1028,68.2,1449,43,1449,43,1434,43.6,1395,45.3,1062,57,672,65.4,339,31.9,254,37.8,D,13,13,13,13,13,15,Non-metro,5,5,5,5,5,7,15,15,15,15,7,7,7,7,8676,8233,1274,7570,6959,1507,380,4.6,379,5,363,5.2,227,15.1
01/11/2023,38003,2,Barnes County,ND,92.7,7093,68.1,7072,71.3,6859,75.1,6483,77.4,2324,95,6287,60.4,6284,63.4,513,33.3,6104,66.9,5771,68.9,2077,85.8,3527,56.1,3527,56.1,3496,57.3,3397,58.9,2584,70.8,1618,77.9,1604,62.1,1168,72.2,A,2,2,2,3,3,4,Non-metro,6,6,6,7,7,8,4,4,4,3,8,8,8,7,10415,9915,1539,9129,8376,2420,2036,20.5,2022,22.1,1979,23.6,1194,49.3
01/11/2023,48191,2,Hall County,TX,98.9,1455,49.1,1449,50.9,1427,55.4,1385,60,570,80.2,1286,43.4,1284,45.1,46,8.6,1271,49.3,1238,53.6,523,73.6,579,45,579,45.1,578,45.5,576,46.5,488,54.2,318,60.8,148,30.3,111,34.9,D,13,13,13,13,14,15,Non-metro,5,5,5,5,6,7,15,15,15,14,7,7,7,6,2964,2846,538,2576,2308,711,162,5.7,162,6.3,162,7,104,14.6
01/11/2023,48231,2,Hunt County,TX,98.9,49374,50.1,49301,53.4,48236,57.9,45328,60.4,12762,80.7,43119,43.7,43093,46.6,3295,19.1,42260,50.8,39798,53,11649,73.7,15277,35.4,15277,35.5,15211,36,15036,37.8,11728,50.4,7232,62.1,5136,43.8,3649,50.5,D,13,13,13,14,14,15,Metro,1,1,1,2,2,3,14,14,14,14,2,2,2,2,98594,92378,17280,83269,75098,15810,5527,6,5493,6.6,5422,7.2,3250,20.6
01/11/2023,17089,2,Kane County,IL,98,398746,74.9,395783,79.2,373386,83.2,338591,84.8,73264,95,367631,69.1,366018,73.3,52773,52.8,345817,77.1,313245,78.4,68519,90.2,204932,55.7,204915,56,200930,58.1,189386,60.5,115230,74.9,58025,84.7,67602,58.7,40444,69.7,B,7,7,8,7,7,8,Metro,3,3,4,3,3,4,8,8,8,8,4,4,4,4,532403,499440,100016,448613,399424,75941,88318,17.7,86337,19.2,83076,20.8,38311,50.4
01/11/2023,28113,2,Pike County,MS,98.1,23649,60.2,23620,64.4,23046,70.5,21500,73.8,6647,95,20530,52.3,20527,56,1729,23,20071,61.4,18798,64.5,6090,88.1,8758,42.7,8758,42.7,8727,43.5,8559,45.5,6814,59.1,4171,68.5,2582,37.9,1861,44.6,D,14,14,13,14,14,16,Non-metro,6,6,5,6,6,8,15,15,15,15,7,7,7,7,39288,36668,7521,32673,29147,6913,1977,5.4,1976,6,1957,6.7,1275,18.4
01/11/2023,72153,2,Yauco Municipio,PR,97.8,31515,93.9,31472,95,29492,95,26996,95,7498,95,29612,88.2,29606,91.4,4174,89.6,27828,92.9,25432,91.7,7023,90,21362,72.1,21361,72.2,21234,76.3,19485,76.6,11128,80.8,5813,82.8,3906,35.1,2478,42.6,B,8,8,8,8,8,8,Metro,4,4,4,4,4,4,8,8,8,8,4,4,4,4,33575,32383,4658,29944,27725,7802,2519,7.8,2501,8.4,2461,8.9,1378,17.7
01/11/2023,48061,2,Cameron County,TX,98.9,449970,95,445204,95,408551,95,345698,95,66161,95,344390,81.4,343754,88.1,69233,74,317064,93.1,274521,92.6,55467,94.6,138013,40.1,138006,40.1,134034,42.3,127283,46.4,74251,61.4,36978,66.7,33994,45.8,19577,52.9,D,16,16,16,16,16,16,Metro,4,4,4,4,4,4,15,15,15,15,3,3,3,3,423163,390120,93505,340538,296615,58607,43725,11.2,42651,12.5,40456,13.6,15767,26.9
01/11/2023,08029,2,Delta County,CO,97,16913,54.3,16877,56.8,16569,60.7,15952,63.7,7453,89.2,15353,49.3,15334,51.6,781,16.7,15100,55.3,14553,58.1,6856,82.1,8840,57.6,8840,57.6,8795,58.2,8656,59.5,7050,67.5,4851,70.8,3834,54.4,2871,59.2,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,12,12,12,11,8,8,8,7,31162,29716,4668,27307,25048,8352,3483,11.7,3455,12.7,3409,13.6,2260,27.1
01/11/2023,16081,2,Teton County,ID,97.7,9727,80.1,9655,84.4,9327,91.1,8952,95,1698,95,8014,66,7987,69.8,529,24.2,7743,75.6,7458,80.6,1521,95,3663,45.7,3663,45.9,3607,46.6,3566,47.8,2152,63.3,1135,74.6,1246,57.9,778,68.5,A,3,3,1,3,4,4,Non-metro,7,7,5,7,8,8,3,3,3,3,7,7,7,7,12142,11440,2188,10237,9252,1596,2092,18.3,2049,20,2021,21.8,839,52.6
01/11/2023,21137,2,Lincoln County,KY,94.1,11552,47.1,11526,50.3,11245,54.3,10615,56.7,3544,76.8,10377,42.3,10364,45.2,788,18.8,10119,48.9,9576,51.1,3294,71.4,4774,46,4774,46.1,4751,47,4656,48.6,3613,59.4,2190,66.5,1633,45.2,1151,52.6,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,11,11,11,11,7,7,7,7,24549,22927,4192,20692,18735,4616,1776,7.7,1775,8.6,1758,9.4,1096,23.7
01/11/2023,37071,2,Gaston County,NC,96.8,166053,74,165629,78.4,161189,84.1,152295,87.4,45539,95,123640,55.1,123463,58.5,10167,27.6,120189,62.7,113296,65,34240,93.4,35043,28.3,35043,28.4,34699,28.9,33618,29.7,24375,36.5,14196,41.5,7373,30.2,4851,34.2,C,10,10,9,10,11,12,Metro,2,2,1,2,3,4,9,9,9,9,1,1,1,1,224529,211171,36895,191721,174276,36651,19530,9.2,19303,10.1,18906,10.8,9654,26.3
01/11/2023,30043,2,Jefferson County,MT,95.9,7314,59.8,7285,62.5,7081,66.2,6679,68.6,2545,93.6,6438,52.7,6427,55.2,539,28.1,6254,58.4,5888,60.5,2283,84,3673,57.1,3673,57.1,3627,58,3496,59.4,2759,68.3,1731,75.8,1571,56.9,1131,65.3,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,3,8,8,8,7,12221,11652,1920,10702,9732,2718,1737,14.9,1708,16,1651,17,1029,37.9
01/11/2023,01031,2,Coffee County,AL,92.6,32275,61.7,32215,65.5,31620,71.4,29855,74.7,8919,95,25544,48.8,25533,52,1831,19.9,25108,56.7,23702,59.3,7392,81.9,8320,32.6,8320,32.6,8297,33,8109,34.2,6458,46.4,4309,58.3,2150,33.3,1703,39.5,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,10,10,10,10,6,6,6,6,52342,49147,9199,44289,39948,9031,2069,4.2,2065,4.7,2028,5.1,1260,14
01/11/2023,41033,2,Josephine County,OR,97.7,50148,57.3,50031,60.3,49049,64.3,46817,66.5,19378,84,45180,51.6,45121,54.4,2723,21.6,44395,58.2,42398,60.2,17814,77.2,24691,54.7,24691,54.7,24540,55.3,23900,56.4,19211,67.1,13145,73.8,10222,53.2,7802,59.4,C,10,10,9,10,10,11,Metro,2,2,1,2,2,3,12,12,12,11,4,4,4,3,87487,83015,12594,76336,70421,23063,10378,12.5,10279,13.5,10118,14.4,6831,29.6
01/11/2023,36015,2,Chemung County,NY,97.5,59995,71.9,59665,75.7,57293,79.7,53153,80.8,16837,95,53393,64,53153,67.4,5704,43.7,51045,71,47449,72.1,15092,92.7,29181,54.7,29178,54.9,28829,56.5,27709,58.4,18960,67,10920,72.4,9019,47.6,6152,56.3,C,10,11,11,11,11,12,Metro,2,3,3,3,3,4,12,12,12,11,4,4,4,3,83456,78838,13065,71907,65773,16284,12588,16,12414,17.3,12066,18.3,6986,42.9
01/11/2023,51720,2,Norton city,VA,78.2,1529,38.4,1527,40.7,1522,44.8,1438,46.1,481,64.5,1303,32.7,1303,34.7,57,9.1,1300,38.2,1246,39.9,424,56.8,14,1.1,14,1.1,14,1.1,14,1.1,6,0.8,3,0.7,2,33.3,0,0,C,9,9,9,9,9,10,Non-metro,5,5,5,5,5,6,9,9,9,9,5,5,5,5,3981,3750,629,3399,3121,746,3,0.1,3,0.1,3,0.1,1,0.1
01/11/2023,41071,2,Yamhill County,OR,97.7,77192,72.1,76577,75.7,73177,79.5,67817,81,18957,95,69998,65.4,69743,68.9,7575,43.4,66994,72.8,62168,74.3,17743,92.9,39971,57.1,39966,57.3,39355,58.7,37485,60.3,23971,72,14208,80.1,13689,57.1,9234,65,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,12,4,4,4,4,107100,101158,17435,92039,83723,19099,16175,16,15873,17.2,15346,18.3,7802,40.9
01/11/2023,47155,2,Sevier County,TN,97.8,57665,58.7,57593,62,56645,66.4,53916,68.9,17331,86.8,50799,51.7,50775,54.6,3012,20.4,50036,58.7,47763,61.1,16176,81,23182,45.6,23182,45.7,23084,46.1,22648,47.4,17721,59.3,11168,69,7708,43.5,5536,49.6,C,10,10,9,10,10,12,Non-metro,6,6,5,6,6,8,11,11,11,11,7,7,7,7,98250,92963,14736,85297,78227,19972,8253,8.9,8226,9.6,8130,10.4,5078,25.4
01/11/2023,19125,2,Marion County,IA,97.3,19462,58.5,19398,61.9,18914,66.9,17771,69.9,5917,95,18121,54.5,18087,57.7,1412,23.8,17672,62.5,16675,65.6,5657,92.3,10378,57.3,10378,57.4,10305,58.3,10059,60.3,7529,72.5,4583,81,4152,55.1,2907,63.4,A,2,2,1,2,3,4,Non-metro,6,6,5,6,7,8,4,4,4,4,8,8,8,8,33253,31356,5924,28256,25432,6128,4588,14.6,4550,16.1,4448,17.5,2641,43.1
01/11/2023,50009,2,Essex County,VT,73.4,3152,51.1,3134,53.2,3034,55.4,2879,56.4,1214,74.3,2436,39.5,2425,41.2,209,26.9,2351,42.9,2216,43.4,903,55.2,1067,43.8,1066,44,1049,44.6,1013,45.7,790,48.9,476,52.7,354,44.8,239,50.2,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,7,7,7,6,7,7,7,6,6163,5887,778,5479,5109,1635,443,7.5,435,7.9,422,8.3,253,15.5
01/11/2023,48245,2,Jefferson County,TX,98.9,150920,60,150654,64.3,146638,69.7,136795,71.6,32446,86.3,130974,52.1,130925,55.9,11465,26.5,127810,60.7,119460,62.5,29618,78.8,51834,39.6,51831,39.6,51518,40.3,50562,42.3,37094,58.8,20915,70.6,16083,43.4,10757,51.4,D,14,14,13,14,14,15,Metro,2,2,1,2,2,3,14,15,15,15,2,3,3,3,251565,234228,43194,210534,191034,37595,14756,6.3,14622,6.9,14341,7.5,8160,21.7
01/11/2023,29129,2,Mercer County,MO,91.3,1590,44,1585,47,1566,51.2,1527,55.5,587,72.1,1364,37.7,1362,40.4,49,7.9,1346,44,1313,47.7,534,65.6,630,46.2,630,46.3,625,46.4,615,46.8,501,58.3,365,68.4,223,44.5,173,47.4,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,7,7,7,7,7,7,7,7,3617,3371,618,3056,2753,814,269,8,266,8.7,265,9.6,190,23.3
01/11/2023,19041,2,Clay County,IA,97.3,9290,58,9250,61.6,9026,66.3,8548,69.1,3247,95,8593,53.7,8569,57.1,626,23.8,8373,61.5,7943,64.2,3074,90.8,4884,56.8,4884,57,4848,57.9,4749,59.8,3762,72.7,2516,81.8,2104,55.9,1606,63.8,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,4,8,8,8,8,16016,15005,2630,13610,12375,3386,2170,14.5,2154,15.8,2117,17.1,1446,42.7
01/11/2023,17185,2,Wabash County,IL,98,6584,57.2,6572,60.8,6458,65.6,6201,69.1,2295,93.2,5857,50.8,5847,54,327,17.7,5745,58.4,5520,61.5,2074,84.2,2900,49.5,2900,49.6,2892,50.3,2830,51.3,2271,61.8,1543,74.4,1011,44.5,793,51.4,B,6,6,5,6,6,8,Non-metro,6,6,5,6,6,8,7,8,8,7,7,8,8,7,11520,10818,1848,9839,8970,2463,1026,9.5,1022,10.4,1013,11.3,721,29.3
01/11/2023,54083,2,Randolph County,WV,97.1,17934,62.5,17897,65.8,17525,69.7,16691,71.7,5728,89.8,16212,56.5,16189,59.6,1051,26.8,15874,63.2,15138,65.1,5299,83.1,8316,51.3,8316,51.4,8267,52.1,8060,53.2,6010,63.3,3678,69.4,2767,46,1904,51.8,B,6,6,5,6,7,8,Non-metro,6,6,5,6,7,8,8,8,8,7,8,8,8,7,28695,27182,3916,25126,23266,6376,2630,9.7,2608,10.4,2574,11.1,1592,25
01/11/2023,19187,2,Webster County,IA,97.3,22972,64,22910,67.8,22434,72.8,21290,75.6,6765,95,21235,59.1,21199,62.7,1425,25.3,20799,67.5,19774,70.2,6310,93.4,11846,55.8,11844,55.9,11805,56.8,11557,58.4,8426,72.8,5161,81.8,4912,58.3,3429,66.4,B,6,6,5,7,7,8,Non-metro,6,6,5,7,7,8,8,8,8,8,8,8,8,8,35904,33791,5640,30828,28151,6759,5189,15.4,5175,16.8,5090,18.1,3123,46.2
01/11/2023,56025,2,Natrona County,WY,97.1,42569,53.3,42481,56.8,41411,61.7,38981,64.2,11464,90.1,38071,47.7,38035,50.9,2990,21.3,37206,55.4,35045,57.7,10497,82.5,18017,47.3,18017,47.4,17888,48.1,17396,49.6,12533,62.8,7705,73.4,6172,49.2,4381,56.9,B,5,6,5,6,6,8,Metro,1,2,1,2,2,4,7,7,7,7,3,3,3,3,79858,74756,14019,67162,60737,12717,7608,10.2,7529,11.2,7363,12.1,4243,33.4
01/11/2023,09007,2,Middlesex County,CT,98.2,168715,95,167431,95,161014,95,150751,95,44222,95,141002,86.8,140220,90,14451,67.4,134594,92.6,125769,93.6,35845,95,86591,61.4,86574,61.7,85198,63.3,81405,64.7,53309,73.6,28446,79.4,33366,62.6,20746,72.9,A,4,4,4,4,4,4,Metro,4,4,4,4,4,4,4,4,4,3,4,4,4,3,162436,155818,21441,145394,134377,34075,48431,31.1,47668,32.8,46284,34.4,22576,66.3
01/11/2023,29201,2,Scott County,MO,91.3,19557,51.1,19546,54.6,19316,60,18547,63.7,6484,91.3,17123,44.7,17119,47.8,774,11.6,16957,52.7,16345,56.2,5963,84,6079,35.5,6079,35.5,6065,35.8,5983,36.6,4671,44.1,2971,49.8,1945,41.6,1443,48.6,C,9,9,9,10,10,12,Non-metro,5,5,5,6,6,8,10,10,10,9,6,6,6,5,38280,35797,6698,32185,29099,7101,2173,6.1,2165,6.7,2143,7.4,1345,18.9
01/11/2023,UNK,2,Unknown County,AK,97.4,16112,,16066,,15765,,15220,,2816,,12146,,12128,,629,,11908,,11499,,1684,,4555,37.5,4554,37.5,4534,38.1,4481,39,3174,77.1,1914,95,525,16.5,339,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505,,1487,,1461,,637,
01/11/2023,37179,2,Union County,NC,96.8,199154,83,198547,87.7,190282,94.2,172501,95,42703,95,146505,61.1,146257,64.6,19785,39.7,139990,69.3,126472,71.6,31644,95,37345,25.5,37345,25.5,36691,26.2,34218,27.1,22038,32.1,10811,34.2,5157,23.4,2591,24,A,2,2,2,3,3,4,Metro,2,2,2,3,3,4,1,1,1,1,1,1,1,1,239859,226508,49892,202043,176616,31234,22614,10,22020,10.9,20853,11.8,8274,26.5
01/11/2023,05011,2,Bradley County,AR,92.1,7484,69.5,7471,73.8,7271,80.2,6722,82.2,1988,95,6352,59,6350,62.8,558,28.8,6241,68.8,5792,70.8,1749,84.5,2748,43.3,2748,43.3,2738,43.9,2682,46.3,2071,62.8,1273,72.8,909,43.9,638,50.1,D,14,14,13,15,15,16,Non-metro,6,6,5,7,7,8,15,15,15,15,7,7,7,7,10763,10117,1937,9068,8180,2070,855,8.5,851,9.4,847,10.4,554,26.8
01/11/2023,31075,2,Grant County,NE,90.9,,,,,,,,,,,136,21.8,136,23.9,15,14.9,130,25.3,121,25.8,41,28.9,97,71.3,97,71.3,95,73.1,90,74.4,74,95,57,95,31,41.9,26,45.6,A,1,1,1,1,1,1,Non-metro,5,5,5,5,5,5,4,4,4,4,8,8,8,8,623,570,101,514,469,142,34,6,32,6.2,28,6,21,14.8
01/11/2023,18037,2,Dubois County,IN,98.6,27310,63.9,27253,68.3,26552,73.9,25017,77.4,7754,95,25422,59.5,25394,63.7,1985,26.3,24790,69,23409,72.4,7450,95,13162,51.8,13162,51.8,13023,52.5,12733,54.4,9465,66.5,5746,77.1,3955,41.8,2926,50.9,A,2,2,1,3,3,4,Non-metro,6,6,5,7,7,8,4,4,4,3,8,8,8,7,42736,39873,7550,35940,32323,7634,3943,9.9,3908,10.9,3838,11.9,2541,33.3
01/11/2023,30049,2,Lewis and Clark County,MT,95.9,49754,71.7,49240,75.3,47286,79.4,44528,81.5,13917,95,43503,62.7,43282,66.2,4129,38.2,41615,69.9,39153,71.7,12530,93,24649,56.7,24649,56.9,24179,58.1,23307,59.5,15850,69.5,9559,76.3,9204,58.1,6263,65.5,A,2,3,2,3,3,4,Non-metro,6,7,6,7,7,8,4,4,4,3,8,8,8,7,69432,65417,10805,59541,54612,13471,11470,17.5,11174,18.8,10788,19.8,5329,39.6
01/11/2023,48051,2,Burleson County,TX,98.9,10200,55.3,10184,58.7,10004,63.4,9596,66.5,3426,88.6,9152,49.6,9149,52.7,476,16.3,9014,57.1,8673,60.1,3202,82.8,3933,43,3933,43,3918,43.5,3875,44.7,3275,54.7,2069,64.6,1256,38.4,940,45.4,C,9,10,9,10,10,12,Metro,1,2,1,2,2,4,11,11,11,10,3,3,3,2,18443,17346,2919,15779,14427,3867,1208,7,1200,7.6,1183,8.2,798,20.6
01/11/2023,02158,2,Kusilvak Census Area,AK,97.4,6172,74.2,6112,84.7,5370,92,4379,89.8,476,94.1,5727,68.9,5711,79.1,1529,65.2,5100,87.4,4182,85.8,463,91.5,2658,46.4,2658,46.5,2614,51.3,2338,55.9,1032,72.3,379,81.9,403,39.1,168,44.3,D,15,15,16,16,16,16,Non-metro,7,7,8,8,8,8,15,16,16,16,7,8,8,8,8314,7219,2345,5834,4874,506,397,5.5,378,6.5,326,6.7,79,15.6
